image_path,dish_id,calories,mass,fat,protein,carbohydrates
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564516366/rgb.png,1564516366,31.049999,27.0,2.889,0.216,1.701
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566851222/rgb.png,1566851222,550.827515,375.0,24.320635,29.52721,53.79369
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565021220/rgb.png,1565021220,543.713135,361.0,29.981041,27.555956,41.561977
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562687274/rgb.png,1562687274,161.021606,141.0,12.139805,1.161127,13.517261
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558635546/rgb.png,1558635546,60.839996,117.0,0.234,0.351,16.379999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568405214/rgb.png,1568405214,144.255814,152.0,9.715363,6.820557,9.62549
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559843030/rgb.png,1559843030,25.410002,77.0,0.231,0.539,6.16
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566333194/rgb.png,1566333194,461.585266,220.0,18.614201,35.169743,36.067131
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566502315/rgb.png,1566502315,577.184631,495.0,23.341835,62.750053,28.699402
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565638599/rgb.png,1565638599,368.698364,279.0,15.76237,32.858444,23.103624
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560887457/rgb.png,1560887457,389.264343,246.0,14.28046,17.193094,48.705952
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563294575/rgb.png,1563294575,485.90564,562.0,17.121397,15.064019,72.021111
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560368738/rgb.png,1560368738,174.248901,225.0,13.005788,4.392478,13.16204
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561749348/rgb.png,1561749348,165.446945,93.0,8.394006,17.270729,3.661341
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558725193/rgb.png,1558725193,763.092041,132.0,65.340004,29.568001,29.964001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560800951/rgb.png,1560800951,102.825645,168.0,4.309042,4.287562,14.129096
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566835641/rgb.png,1566835641,312.766815,546.0,2.569756,48.643902,14.950245
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563564676/rgb.png,1563564676,50.623695,62.0,1.979075,3.843747,5.197519
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561576680/rgb.png,1561576680,307.862427,455.0,9.968476,37.214157,18.281359
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563395374/rgb.png,1563395374,158.333496,84.0,5.430935,6.314544,21.049206
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560526472/rgb.png,1560526472,113.672775,114.0,8.28813,2.058025,9.571251
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558720335/rgb.png,1558720335,15.64,46.0,0.092,0.368,3.68
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565812116/rgb.png,1565812116,44.44017,36.0,4.222879,0.863946,1.449468
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561492228/rgb.png,1561492228,648.180298,488.0,34.085533,58.203133,54.370659
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558721434/rgb.png,1558721434,99.900002,350.0,0.778,3.759,22.713001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561749750/rgb.png,1561749750,330.527924,315.0,15.101814,32.766495,15.041821
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562614980/rgb.png,1562614980,566.146057,485.0,28.809109,57.345734,21.104092
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560454562/rgb.png,1560454562,318.821899,299.0,26.924074,26.887257,24.92885
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561739623/rgb.png,1561739623,156.240005,348.0,1.056,7.176,33.599998
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564169958/rgb.png,1564169958,787.776489,563.0,37.704697,67.09317,46.740982
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561578676/rgb.png,1561578676,212.034836,224.0,10.345771,16.441778,13.637113
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563479526/rgb.png,1563479526,67.844879,51.0,4.713103,1.291098,5.867841
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559678104/rgb.png,1559678104,99.962006,135.0,7.348568,2.654628,7.806039
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560453412/rgb.png,1560453412,591.07843,631.0,15.838277,49.472755,63.241493
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558635865/rgb.png,1558635865,20.159,19.0,0.456,0.589,4.18
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566849987/rgb.png,1566849987,562.969971,540.0,16.635,80.740997,20.534
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564690138/rgb.png,1564690138,190.499496,181.0,6.844433,10.031026,24.872919
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568056217/rgb.png,1568056217,480.779968,427.0,12.261999,75.537003,13.921
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558110245/rgb.png,1558110245,29.07,51.0,0.153,0.357,7.14
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560367980/rgb.png,1560367980,421.465118,254.0,21.106911,25.664904,47.243912
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565727875/rgb.png,1565727875,485.674011,365.0,22.055,46.559998,27.248001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563563317/rgb.png,1563563317,345.84198,252.0,22.701002,28.483,8.312
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559925174/rgb.png,1559925174,88.349998,155.0,0.465,1.085,21.700001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564518512/rgb.png,1564518512,270.70752,163.0,10.088751,17.808199,26.596989
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560444592/rgb.png,1560444592,244.421005,175.0,12.662,12.376,19.757999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564427430/rgb.png,1564427430,345.620026,170.0,23.860001,30.790001,2.34
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561480460/rgb.png,1561480460,285.402008,277.0,14.575,14.547001,25.524
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567526785/rgb.png,1567526785,378.25,539.0,6.966,44.599998,26.730999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561663035/rgb.png,1561663035,263.240997,99.0,9.306,11.088,33.165001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558381665/rgb.png,1558381665,17.85,51.0,0.204,1.224,3.57
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561661500/rgb.png,1561661500,374.775665,268.0,11.160464,24.242857,42.275837
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567106646/rgb.png,1567106646,61.040001,201.0,0.347,2.557,13.602001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562872470/rgb.png,1562872470,286.3815,282.0,8.330789,34.486359,21.324808
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561749857/rgb.png,1561749857,366.579254,447.0,15.792132,35.232506,21.602934
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560356627/rgb.png,1560356627,980.047974,301.0,75.973999,63.124001,6.92
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558115364/rgb.png,1558115364,485.26001,313.0,27.008999,39.459999,26.504
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565812186/rgb.png,1565812186,324.978424,266.0,15.806602,32.823948,12.315649
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563208439/rgb.png,1563208439,92.610001,96.0,4.299,6.144,8.009999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567785165/rgb.png,1567785165,273.112488,116.0,19.671967,12.889,11.47429
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560456348/rgb.png,1560456348,210.282761,149.0,7.533189,29.940079,4.561613
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562702853/rgb.png,1562702853,272.567291,169.0,16.7607,23.449675,5.334673
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563207406/rgb.png,1563207406,372.070038,443.0,14.062,15.986001,46.752998
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563566909/rgb.png,1563566909,222.530014,187.0,0.748,9.35,46.75
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563984771/rgb.png,1563984771,582.809204,388.0,38.258389,41.124001,17.855515
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559244305/rgb.png,1559244305,113.066399,64.0,7.04521,3.483331,9.832837
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562947436/rgb.png,1562947436,282.382019,242.0,14.62,11.22,28.053999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561753075/rgb.png,1561753075,945.670715,668.0,47.436813,82.687485,46.316841
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562183125/rgb.png,1562183125,88.552399,131.0,6.881025,3.754251,5.217036
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562688482/rgb.png,1562688482,193.459991,169.0,8.417999,10.864,19.77
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558637393/rgb.png,1558637393,739.968018,128.0,63.360001,28.672001,29.056
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561662501/rgb.png,1561662501,158.395508,165.0,7.063837,6.882387,21.929186
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563898107/rgb.png,1563898107,440.69339,424.0,23.117477,25.451927,34.801258
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565711154/rgb.png,1565711154,421.617584,385.0,19.77516,42.174,14.237548
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562947409/rgb.png,1562947409,103.190002,190.0,0.424,1.184,25.869999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563305913/rgb.png,1563305913,89.652504,107.0,7.107997,3.07745,5.045908
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562775510/rgb.png,1562775510,114.217117,190.0,0.733756,10.066643,16.423389
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1556575700/rgb.png,1556575700,0.0,86.0,0.0,0.0,0.0
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565728494/rgb.png,1565728494,326.32962,163.0,12.881792,28.691757,22.054083
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567789154/rgb.png,1567789154,382.506012,111.0,30.302999,21.423,4.662
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561491210/rgb.png,1561491210,251.097473,276.0,18.868792,22.313339,23.314337
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564171996/rgb.png,1564171996,519.50116,484.0,21.996632,43.830639,37.141384
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561576794/rgb.png,1561576794,654.721252,738.0,28.151423,63.457905,37.69186
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563207364/rgb.png,1563207364,309.269989,271.0,13.774,15.01,30.657
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558458584/rgb.png,1558458584,351.181,142.0,25.455,12.369,25.941
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558378553/rgb.png,1558378553,393.108002,68.0,33.66,15.232,15.436
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565637123/rgb.png,1565637123,229.710007,114.0,13.566,6.726,19.722
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561574368/rgb.png,1561574368,22.0,50.0,1.05,1.6,2.15
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558723982/rgb.png,1558723982,294.830994,51.0,25.245001,11.424001,11.577
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565974375/rgb.png,1565974375,459.849976,85.0,35.700001,31.450001,1.19
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568400967/rgb.png,1568400967,36.610001,113.0,0.452,2.628,7.196
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558032156/rgb.png,1558032156,140.660004,26.0,10.92,9.62,0.364
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566934152/rgb.png,1566934152,305.065247,396.0,15.832462,29.805676,11.562181
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562790321/rgb.png,1562790321,767.469849,354.0,53.016029,37.471909,39.829521
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563475826/rgb.png,1563475826,74.279999,176.0,0.176,0.88,18.959999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564605328/rgb.png,1564605328,541.238098,349.0,25.873276,20.289171,57.831768
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563823292/rgb.png,1563823292,450.546722,208.0,29.3622,39.78804,7.701827
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565811061/rgb.png,1565811061,380.320007,324.0,7.762,65.801003,9.06
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561061123/rgb.png,1561061123,399.430664,357.0,20.405451,31.093739,26.884327
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558639266/rgb.png,1558639266,30.768999,29.0,0.696,0.899,6.38
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559846450/rgb.png,1559846450,114.972008,201.0,0.201,0.804,30.551998
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565035715/rgb.png,1565035715,15.6,39.0,0.039,0.429,3.51
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560454488/rgb.png,1560454488,48.244003,42.0,4.500726,0.63549,1.893843
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565809120/rgb.png,1565809120,365.630005,502.0,1.734,63.227997,22.898001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560370804/rgb.png,1560370804,25.134001,6.0,0.426,0.474,4.74
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558380464/rgb.png,1558380464,277.488007,48.0,23.76,10.752001,10.896
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561147997/rgb.png,1561147997,185.180023,133.0,8.629007,7.060393,20.639935
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559849412/rgb.png,1559849412,352.641022,61.0,30.195,13.664001,13.847
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559933834/rgb.png,1559933834,775.029236,458.0,51.820778,54.541294,22.731771
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562615388/rgb.png,1562615388,360.182037,273.0,20.730438,19.85861,25.77393
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560453132/rgb.png,1560453132,142.09024,108.0,12.929943,2.847845,5.810329
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564518850/rgb.png,1564518850,194.326996,119.0,7.021,4.879,29.155001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561661347/rgb.png,1561661347,50.669998,132.0,1.632,3.426,7.215
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562012076/rgb.png,1562012076,525.973816,438.0,5.869118,15.518004,100.683945
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562603842/rgb.png,1562603842,594.2453,237.0,38.460644,6.708,60.725197
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559842274/rgb.png,1559842274,306.393005,53.0,26.235001,11.872001,12.031
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558028690/rgb.png,1558028690,23.76,66.0,0.066,0.33,5.94
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562873002/rgb.png,1562873002,278.261444,307.0,16.097878,20.872667,33.790199
